"Sample","AMF","Fert","Till","Family","Genus","Species","Metabarcoding","RNA_taxonomy","detected_metabar","detected_rna","detection_class"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00360",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00361",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00364",0.000137554191608246,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00366",0,0.00311380059925974,FALSE,TRUE,"RNA_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00371",9.48649597298246e-06,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00372",7.35203437906141e-05,0.000822513365842195,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00381",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00383",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00384",4.03176078851755e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00388",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00395",0.00048143967062886,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00397",0.000571561382372193,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00398",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00399",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00407",0.000571561382372193,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00409",0.00535749860074184,0.0116326890311968,TRUE,TRUE,"Both"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00411",4.98041038581579e-05,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00412",9.48649597298246e-06,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00415",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00418",0.00336533444641553,0,TRUE,FALSE,"Metabarcoding_only"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00419",0,0,FALSE,FALSE,"Neither"
"128","Control","High","Yes","Glomeraceae","Glomus","VTX00420",0,0,FALSE,FALSE,"Neither"
